student_id,student_name,course_id,course_title,difficulty,lessons_completed,total_lessons,lessons_remaining,time_spent_minutes,quizzes_attempted,average_score,score_per_lesson,completion_rate,progress,engagement_score,skill_level,completed,enrolled_date
STU0005,Nura Khalifa,2,Soap Making,Beginner,5,8,3,62,0,0,0.0,72,72,36.0,Beginner,False,2026-07-30 11:26:29.370239
STU0005,Nura Khalifa,5,Chemical Making,Advanced,1,8,7,10,0,0,0.0,6,6,3.0,Beginner,False,2026-08-13 11:26:29.370261
STU0005,Nura Khalifa,4,Baking,Intermediate,0,8,8,10,0,0,0.0,0,0,0.0,Beginner,False,2026-07-05 11:26:29.370282
STU0006,Sani Adam,3,Perfume Making,Intermediate,0,8,8,29,1,34,34.0,0,0,17.0,Beginner,False,2026-07-23 11:26:29.370324
STU0006,Sani Adam,2,Soap Making,Beginner,7,8,1,91,1,92,13.1,84,84,88.0,Advanced,False,2026-08-11 11:26:29.370363
STU0006,Sani Adam,4,Baking,Intermediate,1,8,7,36,0,0,0.0,14,14,7.0,Beginner,False,2026-07-21 11:26:29.370384
STU0006,Sani Adam,5,Chemical Making,Advanced,5,8,3,62,0,0,0.0,54,54,27.0,Beginner,False,2026-08-05 11:26:29.370397
STU0007,Yusuf Uthman,1,Cream Making,Beginner,1,8,7,25,0,0,0.0,16,16,8.0,Beginner,False,2026-07-23 11:26:29.370422
STU0007,Yusuf Uthman,2,Soap Making,Beginner,7,8,1,110,1,58,8.3,88,88,73.0,Intermediate,False,2026-08-06 11:26:29.370436
STU0007,Yusuf Uthman,5,Chemical Making,Advanced,2,8,6,46,2,46,23.0,15,15,30.5,Beginner,False,2026-07-20 11:26:29.370453
STU0007,Yusuf Uthman,4,Baking,Intermediate,7,8,1,42,4,72,10.3,94,94,83.0,Intermediate,True,2026-08-25 11:26:29.370472
STU0008,Hussein Bello,5,Chemical Making,Advanced,3,8,5,51,1,31,10.3,28,28,29.5,Beginner,False,2026-07-11 11:26:29.370504
STU0008,Hussein Bello,1,Cream Making,Beginner,7,8,1,70,2,87,12.4,86,86,86.5,Advanced,False,2026-07-11 11:26:29.370523
STU0008,Hussein Bello,4,Baking,Intermediate,8,8,0,65,4,80,10.0,100,100,90.0,Advanced,True,2026-07-15 11:26:29.370543
STU0008,Hussein Bello,3,Perfume Making,Intermediate,4,8,4,41,3,53,13.2,50,50,51.5,Intermediate,False,2026-08-12 11:26:29.370573
STU0009,Ali Garba,5,Chemical Making,Advanced,0,8,8,11,0,0,0.0,2,2,1.0,Beginner,False,2026-07-03 11:26:29.370609
STU0009,Ali Garba,1,Cream Making,Beginner,8,8,0,94,1,90,11.2,100,100,95.0,Advanced,True,2026-07-10 11:26:29.370646
STU0009,Ali Garba,3,Perfume Making,Intermediate,7,8,1,64,2,84,12.0,80,80,82.0,Advanced,False,2026-08-01 11:26:29.370689
STU0010,Maryam Muhammad,5,Chemical Making,Advanced,2,8,6,24,0,0,0.0,15,15,7.5,Beginner,False,2026-07-02 11:26:29.370764
STU0010,Maryam Muhammad,1,Cream Making,Beginner,0,8,8,10,1,38,38.0,1,1,19.5,Beginner,False,2026-07-11 11:26:29.370800
STU0011,Zainab Nasir,1,Cream Making,Beginner,5,8,3,68,1,69,13.8,58,58,63.5,Intermediate,False,2026-08-22 11:26:29.370867
STU0011,Zainab Nasir,4,Baking,Intermediate,6,8,2,43,1,64,10.7,70,70,67.0,Intermediate,False,2026-08-13 11:26:29.370922
STU0011,Zainab Nasir,2,Soap Making,Beginner,1,8,7,12,0,0,0.0,22,22,11.0,Beginner,False,2026-07-14 11:26:29.370967
STU0012,Rashid Uthman,3,Perfume Making,Intermediate,6,8,2,82,3,73,12.2,80,80,76.5,Intermediate,False,2026-08-12 11:26:29.371003
STU0012,Rashid Uthman,2,Soap Making,Beginner,5,8,3,61,0,0,0.0,52,52,26.0,Beginner,False,2026-08-08 11:26:29.371035
STU0012,Rashid Uthman,1,Cream Making,Beginner,2,8,6,11,1,54,27.0,30,30,42.0,Beginner,False,2026-08-29 11:26:29.371054
STU0013,Bala Uthman,1,Cream Making,Beginner,7,8,1,81,3,77,11.0,82,82,79.5,Intermediate,False,2026-07-20 11:26:29.371081
STU0013,Bala Uthman,4,Baking,Intermediate,1,8,7,32,0,0,0.0,6,6,3.0,Beginner,False,2026-08-10 11:26:29.371103
STU0014,Khadija Hadi,1,Cream Making,Beginner,7,8,1,57,0,0,0.0,94,94,47.0,Beginner,False,2026-07-09 11:26:29.371126
STU0014,Khadija Hadi,4,Baking,Intermediate,3,8,5,28,1,41,13.7,40,40,40.5,Beginner,False,2026-07-30 11:26:29.371141
STU0014,Khadija Hadi,3,Perfume Making,Intermediate,1,8,7,16,0,0,0.0,14,14,7.0,Beginner,False,2026-07-25 11:26:29.371158
STU0014,Khadija Hadi,2,Soap Making,Beginner,4,8,4,54,0,0,0.0,42,42,21.0,Beginner,False,2026-08-03 11:26:29.371172
STU0015,Sani Khalifa,2,Soap Making,Beginner,3,8,5,46,0,0,0.0,34,34,17.0,Beginner,False,2026-07-12 11:26:29.371195
STU0015,Sani Khalifa,5,Chemical Making,Advanced,3,8,5,10,0,0,0.0,28,28,14.0,Beginner,False,2026-08-29 11:26:29.371208
STU0015,Sani Khalifa,4,Baking,Intermediate,3,8,5,48,2,56,18.7,32,32,44.0,Beginner,False,2026-08-24 11:26:29.371226
STU0015,Sani Khalifa,3,Perfume Making,Intermediate,4,8,4,73,1,63,15.8,40,40,51.5,Intermediate,False,2026-07-25 11:26:29.371251
STU0016,Hussein Hadi,2,Soap Making,Beginner,7,8,1,99,4,72,10.3,94,94,83.0,Intermediate,True,2026-07-21 11:26:29.371278
STU0016,Hussein Hadi,3,Perfume Making,Intermediate,5,8,3,57,2,59,11.8,58,58,58.5,Intermediate,False,2026-08-03 11:26:29.371304
STU0016,Hussein Hadi,1,Cream Making,Beginner,1,8,7,10,0,0,0.0,10,10,5.0,Beginner,False,2026-07-09 11:26:29.371350
STU0016,Hussein Hadi,4,Baking,Intermediate,7,8,1,72,0,0,0.0,84,84,42.0,Beginner,False,2026-08-16 11:26:29.371400
STU0017,Hussein Hassan,1,Cream Making,Beginner,5,8,3,62,1,72,14.4,66,66,69.0,Intermediate,False,2026-07-23 11:26:29.371429
STU0017,Hussein Hassan,5,Chemical Making,Advanced,6,8,2,109,0,0,0.0,71,71,35.5,Beginner,False,2026-07-11 11:26:29.371448
STU0017,Hussein Hassan,2,Soap Making,Beginner,4,8,4,78,3,47,11.8,53,53,50.0,Beginner,False,2026-08-01 11:26:29.371460
STU0017,Hussein Hassan,3,Perfume Making,Intermediate,2,8,6,17,1,32,16.0,24,24,28.0,Beginner,False,2026-07-24 11:26:29.371481
STU0018,Sara Faruq,5,Chemical Making,Advanced,3,8,5,27,0,0,0.0,28,28,14.0,Beginner,False,2026-07-28 11:26:29.371517
STU0018,Sara Faruq,1,Cream Making,Beginner,2,8,6,18,1,62,31.0,30,30,46.0,Beginner,False,2026-08-05 11:26:29.371532
STU0018,Sara Faruq,2,Soap Making,Beginner,3,8,5,54,2,68,22.7,40,40,54.0,Beginner,False,2026-07-16 11:26:29.371549
STU0018,Sara Faruq,3,Perfume Making,Intermediate,4,8,4,49,1,54,13.5,57,57,55.5,Intermediate,False,2026-08-06 11:26:29.371568
STU0019,Maryam Garba,3,Perfume Making,Intermediate,5,8,3,31,2,56,11.2,56,56,56.0,Intermediate,False,2026-07-29 11:26:29.371596
STU0019,Maryam Garba,4,Baking,Intermediate,6,8,2,58,4,69,11.5,84,84,76.5,Intermediate,False,2026-07-25 11:26:29.371615
STU0019,Maryam Garba,2,Soap Making,Beginner,6,8,2,58,2,80,13.3,72,72,76.0,Advanced,False,2026-07-31 11:26:29.371636
STU0020,Hussein Khalil,3,Perfume Making,Intermediate,0,8,8,10,0,0,0.0,7,7,3.5,Beginner,False,2026-07-27 11:26:29.371666
STU0020,Hussein Khalil,4,Baking,Intermediate,1,8,7,24,0,0,0.0,4,4,2.0,Beginner,False,2026-08-30 11:26:29.371680
STU0020,Hussein Khalil,5,Chemical Making,Advanced,4,8,4,29,0,0,0.0,58,58,29.0,Beginner,False,2026-08-17 11:26:29.371695
STU0020,Hussein Khalil,2,Soap Making,Beginner,5,8,3,69,1,66,13.2,54,54,60.0,Intermediate,False,2026-07-19 11:26:29.371714
STU0021,Ibrahim Khalil,2,Soap Making,Beginner,2,8,6,19,2,39,19.5,29,29,34.0,Beginner,False,2026-08-07 11:26:29.371741
STU0021,Ibrahim Khalil,4,Baking,Intermediate,5,8,3,56,1,51,10.2,72,72,61.5,Intermediate,False,2026-08-01 11:26:29.371760
STU0021,Ibrahim Khalil,5,Chemical Making,Advanced,4,8,4,59,2,40,10.0,50,50,45.0,Beginner,False,2026-08-30 11:26:29.371776
STU0022,Nura Khalifa,5,Chemical Making,Advanced,5,8,3,42,1,66,13.2,56,56,61.0,Intermediate,False,2026-07-04 11:26:29.371802
STU0022,Nura Khalifa,2,Soap Making,Beginner,0,8,8,22,1,34,34.0,6,6,20.0,Beginner,False,2026-08-04 11:26:29.371819
STU0023,Sara Hadi,1,Cream Making,Beginner,7,8,1,104,0,0,0.0,94,94,47.0,Beginner,False,2026-08-23 11:26:29.371842
STU0023,Sara Hadi,3,Perfume Making,Intermediate,5,8,3,38,3,51,10.2,66,66,58.5,Intermediate,False,2026-07-21 11:26:29.371855
STU0024,Khalid Uthman,4,Baking,Intermediate,3,8,5,18,0,0,0.0,40,40,20.0,Beginner,False,2026-07-29 11:26:29.371883
STU0024,Khalid Uthman,1,Cream Making,Beginner,3,8,5,32,2,50,16.7,48,48,49.0,Beginner,False,2026-08-27 11:26:29.371901
STU0024,Khalid Uthman,5,Chemical Making,Advanced,5,8,3,31,2,49,9.8,70,70,59.5,Beginner,False,2026-08-05 11:26:29.371929
STU0025,Rashid Abdullahi,5,Chemical Making,Advanced,6,8,2,80,1,58,9.7,84,84,71.0,Intermediate,False,2026-08-02 11:26:29.371978
STU0025,Rashid Abdullahi,1,Cream Making,Beginner,0,8,8,10,0,0,0.0,0,0,0.0,Beginner,False,2026-07-28 11:26:29.372007
STU0026,Maryam Baba,1,Cream Making,Beginner,4,8,4,65,0,0,0.0,42,42,21.0,Beginner,False,2026-07-15 11:26:29.372041
STU0026,Maryam Baba,2,Soap Making,Beginner,2,8,6,40,1,48,24.0,19,19,33.5,Beginner,False,2026-08-22 11:26:29.372062
STU0027,Zara Zakariyya,3,Perfume Making,Intermediate,0,8,8,10,0,0,0.0,3,3,1.5,Beginner,False,2026-07-07 11:26:29.372103
STU0027,Zara Zakariyya,2,Soap Making,Beginner,8,8,0,53,4,88,11.0,100,100,94.0,Advanced,True,2026-07-06 11:26:29.372124
STU0028,Layla Suleiman,3,Perfume Making,Intermediate,5,8,3,41,3,74,14.8,68,68,71.0,Intermediate,False,2026-07-05 11:26:29.372170
STU0028,Layla Suleiman,4,Baking,Intermediate,8,8,0,54,4,69,8.6,92,92,80.5,Intermediate,True,2026-07-14 11:26:29.372203
STU0029,Nadia Aliyu,3,Perfume Making,Intermediate,6,8,2,90,2,72,12.0,68,68,70.0,Intermediate,False,2026-08-18 11:26:29.372251
STU0029,Nadia Aliyu,1,Cream Making,Beginner,2,8,6,34,1,32,16.0,28,28,30.0,Beginner,False,2026-08-28 11:26:29.372286
STU0029,Nadia Aliyu,5,Chemical Making,Advanced,5,8,3,78,2,56,11.2,68,68,62.0,Intermediate,False,2026-08-09 11:26:29.372305
STU0029,Nadia Aliyu,4,Baking,Intermediate,7,8,1,76,0,0,0.0,84,84,42.0,Beginner,False,2026-08-28 11:26:29.372324
STU0030,Layla Jibril,3,Perfume Making,Intermediate,3,8,5,37,2,40,13.3,40,40,40.0,Beginner,False,2026-07-02 11:26:29.372345
STU0030,Layla Jibril,2,Soap Making,Beginner,6,8,2,70,2,74,12.3,77,77,75.5,Intermediate,False,2026-07-03 11:26:29.372363
STU0030,Layla Jibril,1,Cream Making,Beginner,2,8,6,13,1,52,26.0,28,28,40.0,Beginner,False,2026-07-25 11:26:29.372383
STU0031,Maryam Shehu,3,Perfume Making,Intermediate,2,8,6,22,0,0,0.0,27,27,13.5,Beginner,False,2026-07-31 11:26:29.372409
STU0031,Maryam Shehu,4,Baking,Intermediate,0,8,8,10,0,0,0.0,9,9,4.5,Beginner,False,2026-08-06 11:26:29.372430
STU0031,Maryam Shehu,1,Cream Making,Beginner,8,8,0,127,4,91,11.4,100,100,95.5,Advanced,True,2026-08-04 11:26:29.372444
STU0031,Maryam Shehu,5,Chemical Making,Advanced,6,8,2,64,0,0,0.0,75,75,37.5,Beginner,False,2026-08-01 11:26:29.372471
STU0032,Khalid Shehu,4,Baking,Intermediate,8,8,0,70,3,82,10.2,90,90,86.0,Advanced,True,2026-07-21 11:26:29.372499
STU0032,Khalid Shehu,3,Perfume Making,Intermediate,3,8,5,41,2,53,17.7,42,42,47.5,Beginner,False,2026-07-24 11:26:29.372520
STU0032,Khalid Shehu,1,Cream Making,Beginner,4,8,4,57,3,48,12.0,49,49,48.5,Beginner,False,2026-08-23 11:26:29.372537
STU0033,Hussein Aliyu,2,Soap Making,Beginner,7,8,1,52,1,65,9.3,94,94,79.5,Intermediate,True,2026-07-25 11:26:29.372563
STU0033,Hussein Aliyu,4,Baking,Intermediate,8,8,0,115,3,83,10.4,96,96,89.5,Advanced,True,2026-07-06 11:26:29.372581
STU0034,Aisha Ahmad,5,Chemical Making,Advanced,7,8,1,61,4,70,10.0,92,92,81.0,Intermediate,True,2026-07-07 11:26:29.372608
STU0034,Aisha Ahmad,4,Baking,Intermediate,8,8,0,84,4,76,9.5,100,100,88.0,Intermediate,True,2026-07-15 11:26:29.372629
STU0034,Aisha Ahmad,2,Soap Making,Beginner,4,8,4,18,0,0,0.0,57,57,28.5,Beginner,False,2026-08-25 11:26:29.372651
STU0034,Aisha Ahmad,1,Cream Making,Beginner,4,8,4,46,0,0,0.0,46,46,23.0,Beginner,False,2026-08-25 11:26:29.372664
STU0035,Layla Aliyu,4,Baking,Intermediate,4,8,4,43,0,0,0.0,51,51,25.5,Beginner,False,2026-08-28 11:26:29.372684
STU0035,Layla Aliyu,1,Cream Making,Beginner,1,8,7,13,1,42,42.0,20,20,31.0,Beginner,False,2026-08-24 11:26:29.372703
STU0036,Nura Hadi,4,Baking,Intermediate,4,8,4,39,2,58,14.5,53,53,55.5,Intermediate,False,2026-07-16 11:26:29.372730
STU0036,Nura Hadi,1,Cream Making,Beginner,5,8,3,54,2,76,15.2,56,56,66.0,Intermediate,False,2026-08-01 11:26:29.372751
STU0037,Fatima Hassan,5,Chemical Making,Advanced,5,8,3,24,0,0,0.0,56,56,28.0,Beginner,False,2026-07-29 11:26:29.372776
STU0037,Fatima Hassan,2,Soap Making,Beginner,5,8,3,86,0,0,0.0,68,68,34.0,Beginner,False,2026-07-09 11:26:29.372789
STU0037,Fatima Hassan,1,Cream Making,Beginner,1,8,7,10,1,50,50.0,6,6,28.0,Beginner,False,2026-07-04 11:26:29.372801
STU0038,Bala Bello,2,Soap Making,Beginner,6,8,2,69,1,84,14.0,73,73,78.5,Advanced,False,2026-07-04 11:26:29.372825
STU0038,Bala Bello,5,Chemical Making,Advanced,0,8,8,10,1,18,18.0,0,0,9.0,Beginner,False,2026-07-23 11:26:29.372841
STU0039,Idris Faruq,5,Chemical Making,Advanced,7,8,1,120,3,66,9.4,84,84,75.0,Intermediate,False,2026-08-17 11:26:29.372866
STU0039,Idris Faruq,1,Cream Making,Beginner,0,8,8,10,0,0,0.0,0,0,0.0,Beginner,False,2026-07-12 11:26:29.372886
STU0039,Idris Faruq,2,Soap Making,Beginner,8,8,0,41,1,89,11.1,93,93,91.0,Advanced,True,2026-07-10 11:26:29.372904
STU0040,Ali Suleiman,2,Soap Making,Beginner,1,8,7,10,1,32,32.0,8,8,20.0,Beginner,False,2026-08-22 11:26:29.372942
STU0040,Ali Suleiman,1,Cream Making,Beginner,0,8,8,10,1,23,23.0,2,2,12.5,Beginner,False,2026-08-17 11:26:29.372962
STU0041,Muhammad Hadi,2,Soap Making,Beginner,5,8,3,73,1,56,11.2,54,54,55.0,Intermediate,False,2026-07-13 11:26:29.372987
STU0041,Muhammad Hadi,3,Perfume Making,Intermediate,0,8,8,29,1,43,43.0,0,0,21.5,Beginner,False,2026-07-26 11:26:29.373006
STU0042,Khalid Mu'az,2,Soap Making,Beginner,0,8,8,10,0,0,0.0,0,0,0.0,Beginner,False,2026-07-25 11:26:29.373030
STU0042,Khalid Mu'az,3,Perfume Making,Intermediate,4,8,4,36,1,40,10.0,55,55,47.5,Beginner,False,2026-07-31 11:26:29.373043
STU0042,Khalid Mu'az,4,Baking,Intermediate,6,8,2,91,0,0,0.0,68,68,34.0,Beginner,False,2026-07-28 11:26:29.373058
STU0043,Nura Ahmad,5,Chemical Making,Advanced,1,8,7,33,0,0,0.0,14,14,7.0,Beginner,False,2026-07-14 11:26:29.373080
STU0043,Nura Ahmad,1,Cream Making,Beginner,8,8,0,80,4,90,11.2,90,90,90.0,Advanced,True,2026-07-04 11:26:29.373094
STU0043,Nura Ahmad,4,Baking,Intermediate,0,8,8,10,1,10,10.0,0,0,5.0,Beginner,False,2026-07-21 11:26:29.373122
STU0043,Nura Ahmad,3,Perfume Making,Intermediate,1,8,7,15,0,0,0.0,14,14,7.0,Beginner,False,2026-07-23 11:26:29.373142
STU0044,Khadija Uthman,1,Cream Making,Beginner,6,8,2,89,2,69,11.5,79,79,74.0,Intermediate,False,2026-08-07 11:26:29.373163
STU0044,Khadija Uthman,4,Baking,Intermediate,0,8,8,10,0,0,0.0,0,0,0.0,Beginner,False,2026-08-14 11:26:29.373182
STU0045,Bala Abdullahi,5,Chemical Making,Advanced,1,8,7,30,1,54,54.0,8,8,31.0,Beginner,False,2026-07-25 11:26:29.373202
STU0045,Bala Abdullahi,1,Cream Making,Beginner,1,8,7,32,1,19,19.0,22,22,20.5,Beginner,False,2026-08-25 11:26:29.373218
STU0046,Khalid Baba,1,Cream Making,Beginner,3,8,5,56,1,29,9.7,40,40,34.5,Beginner,False,2026-08-09 11:26:29.373242
STU0046,Khalid Baba,4,Baking,Intermediate,3,8,5,71,1,44,14.7,44,44,44.0,Beginner,False,2026-07-11 11:26:29.373260
STU0046,Khalid Baba,3,Perfume Making,Intermediate,7,8,1,77,3,61,8.7,80,80,70.5,Intermediate,False,2026-07-10 11:26:29.373276
STU0046,Khalid Baba,2,Soap Making,Beginner,5,8,3,29,3,63,12.6,64,64,63.5,Intermediate,False,2026-07-12 11:26:29.373297
STU0047,Rashid Suleiman,3,Perfume Making,Intermediate,5,8,3,100,1,72,14.4,72,72,72.0,Intermediate,False,2026-07-31 11:26:29.373328
STU0047,Rashid Suleiman,5,Chemical Making,Advanced,1,8,7,36,0,0,0.0,6,6,3.0,Beginner,False,2026-07-08 11:26:29.373348
STU0048,Ibrahim Adam,3,Perfume Making,Intermediate,5,8,3,54,2,71,14.2,68,68,69.5,Intermediate,False,2026-08-03 11:26:29.373369
STU0048,Ibrahim Adam,5,Chemical Making,Advanced,5,8,3,37,1,51,10.2,56,56,53.5,Intermediate,False,2026-07-27 11:26:29.373388
STU0048,Ibrahim Adam,2,Soap Making,Beginner,5,8,3,64,3,58,11.6,54,54,56.0,Intermediate,False,2026-07-11 11:26:29.373405
STU0049,Sani Jibril,4,Baking,Intermediate,1,8,7,10,0,0,0.0,4,4,2.0,Beginner,False,2026-08-20 11:26:29.373438
STU0049,Sani Jibril,5,Chemical Making,Advanced,3,8,5,19,1,42,14.0,36,36,39.0,Beginner,False,2026-08-28 11:26:29.373453
STU0050,Muhammad Mu'az,2,Soap Making,Beginner,0,8,8,10,0,0,0.0,5,5,2.5,Beginner,False,2026-08-18 11:26:29.373476
STU0050,Muhammad Mu'az,1,Cream Making,Beginner,0,8,8,11,0,0,0.0,0,0,0.0,Beginner,False,2026-07-23 11:26:29.373490
STU0050,Muhammad Mu'az,5,Chemical Making,Advanced,2,8,6,28,0,0,0.0,27,27,13.5,Beginner,False,2026-08-29 11:26:29.373503
STU0051,Aisha Abdullahi,5,Chemical Making,Advanced,3,8,5,31,2,45,15.0,46,46,45.5,Beginner,False,2026-08-11 11:26:29.373531
STU0051,Aisha Abdullahi,3,Perfume Making,Intermediate,6,8,2,57,4,54,9.0,75,75,64.5,Intermediate,False,2026-07-06 11:26:29.373551
STU0051,Aisha Abdullahi,2,Soap Making,Beginner,3,8,5,59,1,37,12.3,38,38,37.5,Beginner,False,2026-07-30 11:26:29.373574
STU0052,Rashid Suleiman,2,Soap Making,Beginner,3,8,5,59,1,60,20.0,30,30,45.0,Beginner,False,2026-08-08 11:26:29.373598
STU0052,Rashid Suleiman,4,Baking,Intermediate,2,8,6,36,2,45,22.5,25,25,35.0,Beginner,False,2026-08-20 11:26:29.373616
STU0053,Sara Khalil,4,Baking,Intermediate,6,8,2,83,2,74,12.3,85,85,79.5,Intermediate,False,2026-08-27 11:26:29.373641
STU0053,Sara Khalil,3,Perfume Making,Intermediate,6,8,2,77,2,70,11.7,75,75,72.5,Intermediate,False,2026-08-26 11:26:29.373659
STU0054,Amina Hadi,3,Perfume Making,Intermediate,3,8,5,65,2,49,16.3,38,38,43.5,Beginner,False,2026-08-28 11:26:29.373687
STU0054,Amina Hadi,5,Chemical Making,Advanced,0,8,8,23,0,0,0.0,10,10,5.0,Beginner,False,2026-07-17 11:26:29.373704
STU0054,Amina Hadi,4,Baking,Intermediate,3,8,5,58,0,0,0.0,36,36,18.0,Beginner,False,2026-08-20 11:26:29.373718
STU0054,Amina Hadi,2,Soap Making,Beginner,0,8,8,29,1,49,49.0,4,4,26.5,Beginner,False,2026-08-24 11:26:29.373735
STU0055,Khadija Aliyu,3,Perfume Making,Intermediate,0,8,8,23,1,47,47.0,0,0,23.5,Beginner,False,2026-07-07 11:26:29.373761
STU0055,Khadija Aliyu,2,Soap Making,Beginner,3,8,5,36,0,0,0.0,28,28,14.0,Beginner,False,2026-08-28 11:26:29.373778
STU0055,Khadija Aliyu,1,Cream Making,Beginner,3,8,5,33,2,58,19.3,32,32,45.0,Beginner,False,2026-08-09 11:26:29.373790
STU0055,Khadija Aliyu,5,Chemical Making,Advanced,2,8,6,38,0,0,0.0,33,33,16.5,Beginner,False,2026-07-19 11:26:29.373807
STU0056,Sara Suleiman,2,Soap Making,Beginner,4,8,4,31,3,49,12.2,42,42,45.5,Beginner,False,2026-08-09 11:26:29.373828
STU0056,Sara Suleiman,3,Perfume Making,Intermediate,7,8,1,60,4,78,11.1,78,78,78.0,Intermediate,False,2026-08-14 11:26:29.373847
STU0056,Sara Suleiman,5,Chemical Making,Advanced,7,8,1,68,0,0,0.0,88,88,44.0,Beginner,False,2026-08-15 11:26:29.373868
STU0056,Sara Suleiman,4,Baking,Intermediate,2,8,6,27,1,44,22.0,35,35,39.5,Beginner,False,2026-08-29 11:26:29.373880
STU0057,Ahmed Khalifa,4,Baking,Intermediate,6,8,2,49,4,69,11.5,80,80,74.5,Intermediate,False,2026-07-07 11:26:29.373904
STU0057,Ahmed Khalifa,5,Chemical Making,Advanced,4,8,4,66,2,48,12.0,47,47,47.5,Beginner,False,2026-08-21 11:26:29.373939
STU0057,Ahmed Khalifa,3,Perfume Making,Intermediate,6,8,2,91,2,67,11.2,74,74,70.5,Intermediate,False,2026-08-21 11:26:29.373960
STU0057,Ahmed Khalifa,1,Cream Making,Beginner,4,8,4,60,1,44,11.0,43,43,43.5,Beginner,False,2026-07-18 11:26:29.373977
STU0058,Aisha Khalil,2,Soap Making,Beginner,0,8,8,10,1,12,12.0,2,2,7.0,Beginner,False,2026-07-04 11:26:29.374002
STU0058,Aisha Khalil,3,Perfume Making,Intermediate,3,8,5,46,1,38,12.7,44,44,41.0,Beginner,False,2026-08-30 11:26:29.374019
STU0059,Muhammad Adam,1,Cream Making,Beginner,1,8,7,30,0,0,0.0,10,10,5.0,Beginner,False,2026-08-27 11:26:29.374046
STU0059,Muhammad Adam,3,Perfume Making,Intermediate,1,8,7,10,0,0,0.0,10,10,5.0,Beginner,False,2026-07-31 11:26:29.374059
STU0060,Zainab Mu'az,1,Cream Making,Beginner,6,8,2,102,2,52,8.7,77,77,64.5,Intermediate,False,2026-07-04 11:26:29.374081
STU0060,Zainab Mu'az,4,Baking,Intermediate,5,8,3,38,2,47,9.4,60,60,53.5,Beginner,False,2026-07-11 11:26:29.374103
STU0060,Zainab Mu'az,5,Chemical Making,Advanced,7,8,1,39,3,82,11.7,80,80,81.0,Advanced,False,2026-08-01 11:26:29.374121
STU0061,Ali Garba,2,Soap Making,Beginner,6,8,2,76,0,0,0.0,82,82,41.0,Beginner,False,2026-08-17 11:26:29.374154
STU0061,Ali Garba,1,Cream Making,Beginner,5,8,3,53,2,55,11.0,60,60,57.5,Intermediate,False,2026-08-12 11:26:29.374169
STU0061,Ali Garba,5,Chemical Making,Advanced,8,8,0,95,4,86,10.8,100,100,93.0,Advanced,True,2026-08-03 11:26:29.374194
STU0062,Khalid Abdullahi,2,Soap Making,Beginner,8,8,0,103,4,84,10.5,100,100,92.0,Advanced,True,2026-08-25 11:26:29.374222
STU0062,Khalid Abdullahi,3,Perfume Making,Intermediate,1,8,7,17,1,49,49.0,10,10,29.5,Beginner,False,2026-08-22 11:26:29.374243
STU0063,Muhammad Muhammad,2,Soap Making,Beginner,0,8,8,10,0,0,0.0,4,4,2.0,Beginner,False,2026-07-21 11:26:29.374268
